Fund House,Funds,NAV,Fund Type,Minimum SIP,Min_LumpSum,AUM,Returns (1Yr),Returns (3Yr),Returns (5Yr),Sharpe Ratio,Beta,Alpha 
BHARAT Bond,BHARAT Bond FOF - April 2031 -Reg(G),10.76,Debt Funds,500,5000,3207.8,1.59,,,-0.34,0.61,-0.96
Canara Robeco,Canara Rob Bluechip Equity Fund-Reg(G),41.2,Equity Funds,500,5000,7988,-6.01,16.46,13.25,-0.41,0.93,-1.92
Canara Robeco,Canara Rob Conservative Hybrid Fund-Reg(G),76.27,Hybrid Funds,500,5000,1138.5,0.7,8.87,7.64,-0.45,0.47,-1.76
Canara Robeco,Canara Rob Consumer Trends Fund-Reg(G),71.6,Equity Funds,500,5000,937.5,2.24,19.41,15.32,0.07,0.9,6.17
Canara Robeco,Canara Rob Corp Bond Fund-Reg(G),18.11,Debt Funds,500,5000,203.1,2.03,5.03,5.65,-0.74,0.21,-0.6
Canara Robeco,Canara Rob Dynamic Bond Fund-Reg(G),24.54,Debt Funds,500,5000,120.8,1.42,4.08,4.63,-0.78,0.44,-1.16
Canara Robeco,Canara Rob Emerg Equities Fund-Reg(G),162.84,Equity Funds,500,5000,14868.7,-5.71,20.79,12.48,-0.38,0.9,-1.71
Canara Robeco,Canara Rob Equity Hybrid Fund-Reg(G),246.15,Hybrid Funds,500,5000,8178.6,-3.31,14.78,11.39,-0.37,0.88,-4.41
Canara Robeco,Canara Rob Equity Tax Saver Fund-Reg(G),116.49,Equity Funds,500,5000,4176.1,-4.35,20.54,15.42,-0.29,0.93,
Canara Robeco,Canara Rob Flexi Cap Fund-Reg(G),221.87,Equity Funds,500,5000,8243,-7.15,17.44,13.2,-0.47,0.93,-3.15
Canara Robeco,Canara Rob Focused Equity Fund-Reg(G),12.42,Equity Funds,500,5000,1665.3,-0.88,,,-0.12,0.89,2.95
Canara Robeco,Canara Rob Gilt Fund-Reg(G),61.88,Debt Funds,500,5000,86.2,1.32,4.41,5.11,-0.77,0.48,-1.26
Canara Robeco,Canara Rob Income Fund-Reg(G),46.34,Debt Funds,500,5000,126.5,0.67,4.28,5.21,-0.97,0.58,-1.94
Canara Robeco,Canara Rob Infrastructure Fund-Reg(G),81.99,Equity Funds,500,5000,242.1,8.72,22.99,10.61,0.46,0.79,12.55
Canara Robeco,Canara Rob Liquid Fund-Reg(G),2607.76,Liquid Funds,500,5000,2053.8,4.19,3.81,5.07,1.14,,0.08
Canara Robeco,Canara Rob Overnight Fund-Reg(G),1128.28,Liquid Funds,500,5000,282.1,4.12,3.67,,0.65,,0.03
Canara Robeco,Canara Rob Savings Fund-Reg(G),34.82,Liquid Funds,500,5000,1006.6,3.3,4.45,5.62,1.39,0.07,0.66
Canara Robeco,Canara Rob Short Duration Fund-Reg(G),21.12,Debt Funds,500,5000,556.5,1.97,4.81,5.49,-0.78,0.21,-0.66
Canara Robeco,Canara Rob Small Cap Fund-Reg(G),24.6,Equity Funds,100,5000,3767.5,3.71,38.46,,0.2,0.8,8.32
Canara Robeco,Canara Rob Ultra Short Term Fund-Reg(G),3190.92,Liquid Funds,500,5000,566.1,3.22,3.63,4.71,1.88,0.04,0.55
Nippon India Mutual Fund,CPSE ETF,36.45,Thematic Funds,500,5000,17917.1,12.74,13.74,4.52,0.59,-1.03,12.8
DSP Mutual Fund,DSP 10Y G-Sec Fund-Reg(G),17.35,Debt Funds,500,5000,54.1,-1.09,3.8,4.9,-0.84,1.14,-3.6
DSP Mutual Fund,DSP Arbitrage Fund-Reg(G),12.42,Arbitrage Fund,500,5000,977,3.51,3.73,,0.77,-0.03,0.73
DSP Mutual Fund,DSP Banking & PSU Debt Fund-Reg(G),19.65,Debt Funds,500,5000,2515.1,2.36,5.68,6.33,-0.39,0.2,-0.25
DSP Mutual Fund,DSP Bond Fund-Reg(G),66.46,Debt Funds,100,5000,340.5,1.88,5.2,4.2,-0.47,0.42,-0.68
DSP Mutual Fund,DSP Corp Bond Fund-Reg(G),13.07,Debt Funds,500,5000,2531,0.72,4.75,,-0.83,0.52,-1.71
DSP Mutual Fund,DSP Credit Risk Fund-Reg(G),33.2,Debt Funds,500,5000,243.8,8.06,5.58,3.43,0.81,0.21,5.54
DSP Mutual Fund,DSP Dynamic Asset Allocation Fund-Reg(G),19.88,Hybrid Funds,500,5000,4483.7,-1.33,7.65,6.83,-0.53,0.61,-3.5
DSP Mutual Fund,DSP Equity & Bond Fund-Reg(G),229.07,Hybrid Funds,500,5000,7509.2,-7.14,12.67,9.81,-0.67,0.96,-8.52
DSP Mutual Fund,DSP Equity Opportunities Fund-Reg(G),355.88,Equity Funds,500,5000,7011.1,-5.97,16.14,10.69,-0.4,0.86,-2.04
DSP Mutual Fund,DSP Equity Savings Fund-Reg(G),16.47,Hybrid Funds,500,5000,519,1.03,8.44,6.25,-0.3,0.26,-1.36
DSP Mutual Fund,DSP Flexi Cap Fund-Reg(G),63.57,Equity Funds,500,5000,7822,-10.31,15.03,11.59,-0.65,0.91,-6.65
DSP Mutual Fund,DSP Floater Fund-Reg(G),10.6,Debt Funds,500,5000,1283.3,1.92,,,-0.68,0.12,-0.71
DSP Mutual Fund,DSP Focus Fund-Reg(G),33.68,Equity Funds,500,5000,1920.4,-4.54,11.55,8.33,-0.32,0.81,-0.71
DSP Mutual Fund,DSP G-Sec Fund-Reg(G),77.08,Debt Funds,500,5000,399,1.77,6,6.89,-0.58,0.45,-0.86
DSP Mutual Fund,DSP Global Allocation Fund-Reg(G),15.54,Thematic Funds,500,5000,64.2,-11.36,6.57,6.2,-1.1,0.02,-14.84
DSP Mutual Fund,DSP Healthcare Fund-Reg(G),21.06,Equity Funds,500,5000,1177.3,-9.47,27.53,,-0.76,0.57,-8.59
DSP Mutual Fund,DSP India T.I.G.E.R Fund-Reg(G),156.64,Equity Funds,500,5000,1661.7,4.9,19.7,10.84,0.26,0.78,8.85
DSP Mutual Fund,DSP Liquidity Fund-Reg(G),3096.23,Liquid Funds,500,5000,10612,4.19,3.98,5.21,0.98,0.01,0.08
DSP Mutual Fund,DSP Low Duration Fund-Reg(G),16.39,Debt Funds,500,5000,3037.1,3.42,4.71,5.95,1.63,0.08,0.78
DSP Mutual Fund,DSP Midcap Fund-Reg(G),87.64,Equity Funds,500,5000,14145.4,-10.1,16.97,9.8,-0.66,0.8,-7.08
DSP Mutual Fund,DSP Natural Res & New Energy Fund-Reg(G),50.58,Equity Funds,500,5000,638.8,-12.8,16.77,6.63,-0.56,0.86,-7.18
DSP Mutual Fund,DSP NIFTY 1D Rate Liquid ETF,1000,Index Funds,500,5000,130.7,3.65,3.05,,2.17,,0.2
DSP Mutual Fund,DSP Nifty 50 Equal Weight Index Fund-Reg(G),15.93,Index Funds,500,5000,416,-3.15,18.1,,-0.22,0.92,1.26
DSP Mutual Fund,DSP NIFTY 50 Index Fund-Reg(G),16.56,Index Funds,500,5000,218.9,-4.51,15.06,,-0.28,0.99,0.45
DSP Mutual Fund,DSP NIFTY Next 50 Index Fund-Reg(G),16.17,Index Funds,500,5000,228.4,-5.42,14.35,,-0.29,0.95,-0.78
DSP Mutual Fund,DSP Overnight Fund-Reg(G),1164.46,Liquid Funds,500,5000,6008.2,4.08,3.66,,5.61,,0.55
DSP Mutual Fund,DSP Quant Fund-Reg(G),15.88,Equity Funds,500,5000,1352.6,-10.35,15.05,,-0.68,0.9,-6.9
DSP Mutual Fund,DSP Regular Savings Fund-Reg(G),44.26,Hybrid Funds,500,5000,202.4,0.58,6.59,4.2,-0.52,0.44,-1.97
DSP Mutual Fund,DSP Savings Fund-Reg(G),43.5,Hybrid Funds,500,5000,3189.2,3.25,4.34,5.61,1.04,0.08,0.6
DSP Mutual Fund,DSP Short Term Fund-Reg(G),38.34,Debt Funds,500,5000,2776.8,2,5.01,5.69,-0.74,0.21,-0.6
DSP Mutual Fund,DSP Small Cap Fund-Reg(G),113.68,Equity Funds,500,5000,9065.9,1.1,30.9,12.75,0.06,0.76,5.37
DSP Mutual Fund,DSP Strategic Bond Fund-Reg(G),2708.97,Debt Funds,500,5000,507.4,1.04,5.39,6,-1.35,0.29,-1.69
DSP Mutual Fund,DSP Tax Saver Fund-Reg(G),81.08,Equity Funds,500,5000,10002.3,-4.66,17.32,11.98,-0.3,0.89,-0.28
DSP Mutual Fund,DSP Top 100 Equity Fund-Reg(G),289.35,Equity Funds,500,5000,2654.8,-5.7,10.3,7.73,-0.4,0.88,-1.97
DSP Mutual Fund,DSP Ultra Short Fund-Reg(G),2842.41,Liquid Funds,500,5000,2259.7,3.36,3.83,4.74,2.08,0.04,0.68
DSP Mutual Fund,DSP US Flexible Equity Fund-Reg(G),38.71,Equity Funds,500,5000,642,-6.5,14.12,12.64,-0.35,-0.05,-8.04
DSP Mutual Fund,DSP Value Fund-Reg(G),12.84,Equity Funds,500,5000,573.7,-6.19,,,-0.56,0.58,-4.21
DSP Mutual Fund,DSP World Agriculture Fund-Reg(G),18.74,Thematic Funds,500,5000,53.2,-17.58,4.29,3.25,-1.19,,-22.5
DSP Mutual Fund,DSP World Energy Fund-Reg(G),14.42,Thematic Funds,500,5000,132,-20.62,4.24,2.58,-0.97,0.18,-24.8
DSP Mutual Fund,DSP World Gold Fund-Reg(G),13.05,Thematic Funds,500,5000,667.1,-26.63,-1.28,0.95,-0.95,-0.98,-31.98
DSP Mutual Fund,DSP World Mining Fund-Reg(G),13.6,Thematic Funds,500,5000,143.2,-5.87,18.84,11.38,-0.1,-1.18,-3.55
Edelweiss Mutual Fund,Edelweiss Aggressive Hybrid Fund-Reg(G),39.79,Hybrid Funds,500,5000,339,1.82,15.19,10.76,0.04,0.66,0.86
Edelweiss Mutual Fund,Edelweiss Arbitrage Fund-Reg(G),16.06,Arbitrage Fund,500,5000,5586.3,3.98,4.12,4.99,1.34,-0.02,1.18
Edelweiss Mutual Fund,Edelweiss ASEAN Equity Off-Shore Fund-Reg(G),22,Equity Funds,500,5000,63.4,-11.72,1.57,3.1,-1.22,0.39,-15.2
Edelweiss Mutual Fund,Edelweiss Balanced Advantage Fund-Reg(G),36.18,Hybrid Funds,500,5000,8682.9,-1.95,14.41,10.43,-0.42,0.56,-3.63
Edelweiss Mutual Fund,Edelweiss Banking and PSU Debt Fund-Reg(G),20.07,Debt Funds,500,5000,360.8,1.69,6.74,7.33,-0.36,0.57,-0.81
Edelweiss Mutual Fund,Edelweiss Emerging Markets Opp Eq. Offshore Fund-Reg(G),12.21,Equity Funds,500,5000,109,-29.19,-1.76,0.48,-1.83,0.42,-37.42
Edelweiss Mutual Fund,Edelweiss Equity Savings Fund-Reg(G),18.65,Hybrid Funds,500,5000,294.5,0.31,9.25,7.93,-0.37,0.29,-2.02
Edelweiss Mutual Fund,Edelweiss ETF - Nifty Bank,4118.25,Index Funds,500,5000,1.5,2.32,11.52,10.88,0.13,1.09,9
Edelweiss Mutual Fund,Edelweiss Eur Dynamic Equity Off-shr Fund-Reg(G),13.11,Equity Funds,500,5000,72,-15.95,5.77,2.95,-0.9,0.06,-19.4
Edelweiss Mutual Fund,Edelweiss Flexi Cap Fund-Reg(G),23.1,Equity Funds,500,5000,1018.8,-3.56,16.29,11.59,-0.24,0.93,0.91
Edelweiss Mutual Fund,Edelweiss Focused Equity Fund-Reg(G),10.25,Equity Funds,500,5000,419.9,,,,0.7,0.9,1.59
Edelweiss Mutual Fund,Edelweiss Government Securities Fund-Reg(G),19.99,Debt Funds,500,5000,114.9,1.39,6.28,7.23,-0.58,0.56,-1.16
Edelweiss Mutual Fund,Edelweiss Gr China Equity Off-Shore Fund-Reg(G),31.43,Equity Funds,500,5000,1440.8,-37.04,2.09,3.65,-1.87,0.3,-48.46
Edelweiss Mutual Fund,Edelweiss Large & Mid Cap Fund-Reg(G),53.7,Equity Funds,500,5000,1542.9,-2.56,18.92,13.08,-0.17,0.91,2.02
Edelweiss Mutual Fund,Edelweiss Large Cap Fund-Reg(G),54.85,Equity Funds,500,5000,354.4,-4.86,14.51,11.32,-0.33,0.94,-0.66
Edelweiss Mutual Fund,Edelweiss Liquid Fund-Reg(G),2777.13,Liquid Funds,500,5000,1057.5,4.01,3.91,5.19,-0.61,0.01,-0.03
Edelweiss Mutual Fund,Edelweiss Long Term Equity Fund (Tax Savings)-Reg(G),70.91,Tax Saving Funds,500,5000,200.3,-3.86,14.62,9.37,-0.25,0.95,0.71
Edelweiss Mutual Fund,Edelweiss Mid Cap Fund-Reg(G),52.91,Equity Funds,500,5000,2290.5,-1.49,26.38,14.45,-0.07,0.9,3.65
Edelweiss Mutual Fund,Edelweiss Money Market Fund-Reg(G),23.78,Liquid Funds,500,5000,362.4,2.76,4.22,5.77,0.16,0.06,0.1
Edelweiss Mutual Fund,Edelweiss MSCI India Domestic & World Healthcare 45 Index Fund-Reg(G),12.08,Index Funds,500,5000,145.3,-4.91,,,-0.58,0.45,-3.3
Edelweiss Mutual Fund,Edelweiss Nifty 100 Quality 30 Index Fund-Reg(G),9.66,Index Funds,500,5000,11.5,-5.9,,,-0.43,0.84,-2.72
Edelweiss Mutual Fund,Edelweiss Nifty 50 Index Fund-Reg(G),9.84,Index Funds,500,5000,8.9,-4.86,,,-0.3,0.98,-0.05
Edelweiss Mutual Fund,Edelweiss Nifty PSU Bond Plus SDL Apr 2026 50:50 Index Fund-Reg(G),10.67,Debt Funds,500,5000,7249.1,1.31,,,-0.61,0.47,-1.18
Edelweiss Mutual Fund,Edelweiss Nifty PSU Bond Plus SDL Apr 2027 50:50 Index Fund-Reg(G),10.12,Debt Funds,500,5000,2593.3,1.07,,,-0.59,0.59,-1.34
Edelweiss Mutual Fund,Edelweiss Overnight Fund-Reg(G),1128.13,Liquid Funds,500,5000,542.3,4.02,3.67,,-1.21,,-0.05
Edelweiss Mutual Fund,Edelweiss Recently Listed IPO Fund-Reg(G),17.93,Equity Funds,500,5000,1030.1,-17.31,22.96,,-0.92,0.86,-14.26
Edelweiss Mutual Fund,Edelweiss Small Cap Fund-Reg(G),25.42,Equity Funds,500,5000,1333.6,2.3,33.06,,0.07,0.8,5.77
Edelweiss Mutual Fund,Edelweiss US Technology Equity FOF-Reg(G),12.65,Equity Funds,500,5000,1481.5,-36.6,,,-1.18,1.22,-45.03
Edelweiss Mutual Fund,Edelweiss US Value Equity Offshore Fund-Reg(G),23.58,Equity Funds,500,5000,75.5,-0.2,12.45,10.85,-0.03,-0.45,-0.73
Franklin India Mutual Fund,Franklin Asian Equity Fund(G),22.19,Equity Funds,500,5000,251.3,-27.89,-0.59,0.3,-1.6,0.61,-29.46
Franklin India Mutual Fund,Franklin Build India Fund(G),68.61,Equity Funds,500,5000,1149.2,1.47,19.33,11.9,0.07,0.87,6.12
Franklin India Mutual Fund,Franklin India Banking & PSU Debt Fund(G),18.4,Debt Funds,500,5000,729.4,2.4,5.42,6.58,-0.27,0.27,-0.2
Franklin India Mutual Fund,Franklin India Bluechip Fund(G),680.66,Equity Funds,500,5000,6358.7,-8.05,14.64,8.82,-0.51,0.93,-3.91
Franklin India Mutual Fund,Franklin India Corp Debt Fund-A(G),81.07,Debt Funds,500,5000,766.7,2.35,5.47,6.32,-0.4,0.21,-0.28
Franklin India Mutual Fund,Franklin India Credit Risk Fund(G),23.71,Debt Funds,500,5000,183.4,5.95,6.23,6.2,0.53,0.27,3.58
Franklin India Mutual Fund,Franklin India Debt Hybrid Fund(G),69.39,Debt Funds,500,5000,259.8,1.14,6.37,5.83,-0.33,0.48,-1.13
Franklin India Mutual Fund,Franklin India Dynamic Accrual Fund(G),94.79,Debt Funds,500,5000,0,31.9,11.72,9.97,1.11,0.07,26.08
Franklin India Mutual Fund,Franklin India Dynamic Asset Allocation FOFs(G),113.53,Fund of Funds,500,5000,1066.7,3.72,10.19,8.29,0.19,0.51,1.92
Franklin India Mutual Fund,Franklin India Equity Advantage Fund(G),120.4,Equity Funds,500,5000,2690.3,-9.47,15.71,9.35,-0.48,0.95,-3.91
Franklin India Mutual Fund,Franklin India Equity Hybrid Fund(G),178.99,Hybrid Funds,500,5000,1363,-2.42,13.85,9.66,-0.3,0.8,-3.33
Franklin India Mutual Fund,Franklin India Equity Savings Fund(G),13.04,Hybrid Funds,500,5000,152.9,-0.28,8.36,,-0.32,0.36,-1.92
Franklin India Mutual Fund,Franklin India Feeder - Franklin U.S. Opportunities Fund(G),41.52,Fund of Funds,500,5000,2803.3,-31.36,9.21,11.56,-1.07,1.9,-33.11
Franklin India Mutual Fund,Franklin India Feeder - Templeton European Opportunities Fund(G),7.74,Fund of Funds,500,5000,15.1,-21.94,-5.91,-5.15,-1.37,0.72,-25.88
Franklin India Mutual Fund,Franklin India Flexi Cap Fund(G),983.31,Equity Funds,500,5000,10001.9,-2.43,19.63,11.74,-0.17,0.93,2.12
Franklin India Mutual Fund,Franklin India Floating Rate Fund(G),33.12,Debt Funds,500,5000,303,2.98,4.5,5.47,0.44,0.1,0.33
Franklin India Mutual Fund,Franklin India Focused Equity Fund(G),69.07,Equity Funds,500,5000,8072,1.53,19.78,13.27,0.05,0.88,5.7
Franklin India Mutual Fund,Franklin India G-Sec Fund(G),49.06,Debt Funds,500,5000,152.5,1.52,4.08,4.12,-0.66,0.51,-1.13
Franklin India Mutual Fund,Franklin India Life Stage FOFs-20(G),118.19,Fund of Funds,500,5000,11.1,-4,13.48,8.03,-0.37,0.91,-4.94
Franklin India Mutual Fund,Franklin India Life Stage FOFs-30(G),79.41,Fund of Funds,500,5000,5.9,-1.33,10.05,6.9,-0.33,0.68,-2.97
Franklin India Mutual Fund,Franklin India Life Stage FOFs-40(G),58.54,Fund of Funds,500,5000,16,1.2,6.43,5.37,-0.17,0.49,-0.86
Franklin India Mutual Fund,Franklin India Life Stage FOFs-50 Plus(G),36.95,Fund of Funds,500,5000,14.2,2.44,0.49,2.01,-0.01,0.36,0.15
Franklin India Mutual Fund,Franklin India Life Stage FOFs-50s +FR(G),47.81,Fund of Funds,500,5000,18.9,2.26,7.32,6.67,-0.05,0.24,-0.08
Franklin India Mutual Fund,Franklin India Liquid Fund-Super Inst(G),3262.72,Liquid Funds,500,5000,1293.1,4.2,4.08,5.34,0.99,0.01,0.08
Franklin India Mutual Fund,Franklin India Low Duration Fund(G),32.61,Debt Funds,500,5000,51.1,37.14,13.64,11.27,1.51,-0.04,31.55
Franklin India Mutual Fund,Franklin India Multi-Asset Solution Fund(G),14.29,Hybrid Funds,500,5000,45.9,-0.1,3.38,3.58,-0.42,0.26,-2.47
Franklin India Mutual Fund,Franklin India NSE Nifty 50 Index Fund(G),139.36,Index Funds,500,5000,473.2,-4.63,14.64,11.49,-0.29,0.98,0.23
Franklin India Mutual Fund,Franklin India Opportunities Fund(G),118.93,Equity Funds,500,5000,668.7,-7.92,17.96,10.79,-0.47,0.96,-3.75
Franklin India Mutual Fund,Franklin India Overnight Fund(G),1136.85,Liquid Funds,500,5000,177.5,4.05,3.55,,1.79,,0.08
Franklin India Mutual Fund,Franklin India Pension Plan(G),162.13,Tax Saving Funds,500,5000,445.9,-0.28,7.43,6.38,-0.38,0.63,-2.27
Franklin India Mutual Fund,Franklin India Prima Fund(G),1525.3,Equity Funds,500,5000,7579.1,-6.83,17.38,10.1,-0.4,0.9,-2.65
Franklin India Mutual Fund,Franklin India Savings Fund(G),41.2,Liquid Funds,500,5000,897.4,3.71,4.6,5.91,2.83,0.05,1.06
Franklin India Mutual Fund,Franklin India Smaller Cos Fund(G),93.79,Equity Funds,500,5000,7135.4,-0.7,24.09,10.09,-0.08,0.82,3
Franklin India Mutual Fund,Franklin India ST Income Plan(G),4727.63,Debt Funds,500,5000,503.2,7.96,5.16,5.77,0.81,0.23,5.52
Franklin India Mutual Fund,Franklin India Taxshield(G),884.39,Tax Saving Funds,500,5000,4749.4,-3.69,16.26,10.58,-0.19,0.95,1.81
Franklin India Mutual Fund,Franklin India Technology Fund(G),277.25,Equity Funds,500,5000,651.2,-22.3,20.32,17.84,-1.29,0.81,-20.56
Franklin India Mutual Fund,Franklin India Ultra Short Bond Fund-Super Inst(G),34.91,Debt Funds,500,5000,296.5,13.69,8.76,8.73,2.92,0.03,10.26
HDFC Mutual Fund,HDFC Arbitrage-WP(G),25.39,Arbitrage Fund,500,5000,5897.3,3.63,3.74,4.6,0.95,-0.01,0.86
HDFC Mutual Fund,HDFC Asset Allocator FoF-Reg(G),11.86,Hybrid Funds,500,5000,2250.9,2.15,,,0.02,0.41,0.35
HDFC Mutual Fund,HDFC Balanced Advantage Fund(G),310.97,Hybrid Funds,100,5000,47230.1,6.76,17.04,11.99,0.46,0.44,5.72
HDFC Mutual Fund,HDFC Banking & Financial Services Fund-Reg(G),10.74,Equity Funds,500,5000,2462.5,-4.14,,,-0.2,1.05,1.59
HDFC Mutual Fund,HDFC Banking and PSU Debt Fund-Reg(G),18.86,Debt Funds,500,5000,5000.3,2.61,5.93,6.48,-0.08,0.19,
HDFC Mutual Fund,HDFC Capital Builder Value Fund(G),439.23,Equity Funds,500,5000,5324.2,-2.96,16.53,9.67,-0.2,0.91,1.51
HDFC Mutual Fund,HDFC Childrens Gift Fund,192.98,Hybrid Funds,500,5000,5777.4,1.13,16.59,11.65,-0.03,0.73,0.03
HDFC Mutual Fund,HDFC Corp Bond Fund(G),26.37,Debt Funds,100,5000,21313,2.42,6.26,6.82,-0.19,0.31,-0.15
HDFC Mutual Fund,HDFC Credit Risk Debt Fund-(G),19.69,Debt Funds,500,5000,8615.5,3.1,7.29,6.83,0.27,0.3,0.53
HDFC Mutual Fund,HDFC Developed World Indexes FoF-Reg(G),9.02,Equity Funds,500,5000,964.4,-14.12,,,-0.72,-0.14,-14.19
HDFC Mutual Fund,HDFC Dividend Yield Fund-Reg(G),14.87,Equity Funds,500,5000,2991.3,-0.01,,,,0.86,4.81
HDFC Mutual Fund,HDFC Dynamic Debt Fund(G),73.51,Debt Funds,500,5000,506.3,0.96,6.06,4.59,-1.06,0.41,-1.76
HDFC Mutual Fund,HDFC Dynamic PE Ratio FOF-Reg(G),27.61,Hybrid Funds,500,5000,29.7,2.8,14,9.56,0.07,0.51,0.93
HDFC Mutual Fund,HDFC Equity Savings Fund(G),49.63,Hybrid Funds,500,5000,2576.8,1.84,10.34,7.67,-0.05,0.33,-0.13
HDFC Mutual Fund,HDFC Flexi Cap Fund(G),1097.33,Equity Funds,500,5000,29749,5.31,19.36,13.23,0.29,0.88,9.93
HDFC Mutual Fund,HDFC Floating Rate Debt Fund(G),40.55,Debt Funds,500,5000,16088.2,3.67,6,6.64,1.22,0.14,1.06
HDFC Mutual Fund,HDFC Focused 30 Fund(G),128.4,Equity Funds,500,5000,2329.1,9.22,19.01,10.57,0.54,0.84,13.61
HDFC Mutual Fund,HDFC Gilt Fund(G),44.88,Debt Funds,500,5000,1670.3,0.84,4.5,5.01,-0.82,0.63,-1.81
HDFC Mutual Fund,HDFC Gold ETF,44.14,Gold & Silver Funds,500,5000,3121.6,5.22,8.24,10.01,0.14,-0.37,1.61
HDFC Mutual Fund,HDFC Gold Fund(G),15.66,Gold & Silver Funds,500,5000,1332.3,4.43,8.31,9.7,0.1,-0.4,0.93
HDFC Mutual Fund,HDFC Housing Opp Fund-Reg(G),13.23,Equity Funds,500,5000,1188.4,-3.45,13.46,,-0.2,0.95,1.39
HDFC Mutual Fund,HDFC Hybrid Debt Fund(G),61.3,Hybrid Funds,500,5000,2706.5,2.07,9.77,7.19,-0.04,0.46,0.03
HDFC Mutual Fund,HDFC Hybrid Equity Fund(G),82.56,Hybrid Funds,500,5000,18413.9,0.78,15.53,9.59,-0.03,0.77,-0.03
HDFC Mutual Fund,HDFC Income Fund(G),47.58,Debt Funds,500,5000,523.8,-0.02,4.03,4.25,-1.07,0.64,-2.55
HDFC Mutual Fund,HDFC Index Fund-NIFTY 50 Plan(G)(Post Addendum),162.64,Equity Funds,500,5000,6775.6,-4.53,15.12,12.2,-0.28,0.99,0.43
HDFC Mutual Fund,HDFC Index Fund-S&P BSE Sensex(G)(Post Addendum),534.49,Equity Funds,500,5000,3825.1,-3.76,15.18,13.34,-0.23,1,1.31
HDFC Mutual Fund,HDFC Infrastructure Fund(G),22.56,Equity Funds,500,5000,594.2,5.15,14.43,3.3,0.27,0.87,10.18
HDFC Mutual Fund,HDFC Large and Mid Cap Fund-Reg(G),194.74,Equity Funds,500,5000,7070.7,-2.43,20.56,13.12,-0.11,0.94,3.07
HDFC Mutual Fund,HDFC Liquid Fund(G),4257.33,Liquid Funds,500,5000,50028.9,4.13,3.93,5.14,0.32,0.01,0.05
HDFC Mutual Fund,HDFC Low Duration Fund(G),47.7,Liquid Funds,500,5000,15292.2,3.31,5.27,5.98,1.12,0.1,0.68
HDFC Mutual Fund,HDFC Medium Term Debt Fund(G),45.96,Debt Funds,500,5000,3664.6,2.01,6,6.25,-0.45,0.42,-0.63
HDFC Mutual Fund,HDFC Mid-Cap Opportunities Fund(G),99.02,Equity Funds,500,5000,34158.2,2.29,24.18,12.52,0.11,0.85,6.8
HDFC Mutual Fund,HDFC Money Market Fund(G),4694.46,Debt Funds,500,5000,12650.8,4.05,4.93,6.06,4.07,0.04,1.39
HDFC Mutual Fund,HDFC Multi-Asset Fund(G),48.42,Hybrid Funds,500,5000,1572.9,0.87,14.18,9.78,-0.15,0.49,-1.03
HDFC Mutual Fund,HDFC Nifty 50 ETF,189.28,Index Funds,500,5000,1711.2,-4.11,15.64,12.66,-0.25,0.99,0.88
HDFC Mutual Fund,HDFC NIFTY Bank ETF,406.27,Index Funds,500,5000,66.2,2.15,,,0.12,1.1,8.87
HDFC Mutual Fund,HDFC NIFTY50 Equal Weight Index Fund-Reg(G),11,Equity Funds,500,5000,503.7,-3.4,,,-0.23,0.92,0.98
HDFC Mutual Fund,HDFC Overnight Fund(G),3215.31,Liquid Funds,500,5000,18038.3,4.01,3.54,4.49,4.71,,0.4
HDFC Mutual Fund,HDFC Retirement Savings Fund-Equity Plan-Reg(G),30.2,Tax Saving Funds,500,5000,2407,-0.43,21.54,13.21,-0.07,0.59,-0.83
HDFC Mutual Fund,HDFC Retirement Savings Fund-Hybrid-Debt Plan-Reg(G),16.75,Tax Saving Funds,500,5000,144.6,2.41,7.51,6.03,-0.11,0.71,-0.1
HDFC Mutual Fund,HDFC Retirement Savings Fund-Hybrid-Equity Plan-Reg(G),25.44,Tax Saving Funds,500,5000,873,-1.95,15.03,10.6,-0.3,0.62,-3.25
HDFC Mutual Fund,HDFC S&P BSE Sensex ETF,641.31,Index Funds,500,5000,286.5,-3.34,15.74,13.86,-0.21,1,1.74
HDFC Mutual Fund,HDFC Short Term Debt Fund(G),26.01,Debt Funds,500,5000,13516.4,2.69,6.14,6.77,-0.03,0.24,0.08
HDFC Mutual Fund,HDFC Small Cap Fund-Reg(G),76.59,Equity Funds,100,5000,13879.9,-1,25.5,13.8,-0.08,0.82,3.05
HDFC Mutual Fund,HDFC TaxSaver(G),789.99,Tax Saving Funds,500,5000,9593.5,2.75,16.28,9.16,0.13,0.85,6.8
HDFC Mutual Fund,HDFC Top 100 Fund(G),722.29,Equity Funds,500,5000,21379.2,-1.15,14.4,10.62,-0.09,0.91,3.45
HDFC Mutual Fund,HDFC Ultra Short Term Fund-Reg(G),12.54,Liquid Funds,500,5000,13115,3.81,4.74,,3.39,0.04,1.13
HSBC Mutual Fund,HSBC Asia Pacific (Ex Japan) DYF-Reg(G),15.6,Equity Funds,500,5000,7.2,-17.61,1.79,3.18,-1.36,-0.15,-22.38
HSBC Mutual Fund,HSBC Brazil Fund(G),6.96,Equity Funds,500,5000,28.5,7.13,-7.24,-2.64,0.27,-0.25,9.93
HSBC Mutual Fund,HSBC Cash Fund(G),2161.68,Debt Funds,500,5000,3127.9,4.19,3.95,5.22,5,0.01,0.63
