Fund House,Funds,NAV,Fund Type,Minimum SIP,Min_LumpSum,AUM,Returns (1Yr),Returns (3Yr),Returns (5Yr),Sharpe Ratio,Beta,Alpha 
Navi Mutual Fund,Navi Liquid Fund-Reg(G),2378.03,Liquid Funds,500,5000,96,4.58,3.93,5.14,7.84,0.01,0.96
Navi Mutual Fund,Navi Nifty 50 Index Fund-Reg(G),11.11,Index Funds,500,5000,520.5,-4.52,,,-0.28,0.99,0.45
Navi Mutual Fund,Navi Regular Savings Fund-Reg(G),22.52,Debt Funds,500,5000,27.8,0.8,4.8,4.66,-0.47,0.28,-1.71
Navi Mutual Fund,Navi Ultra Short Term Fund-Reg(G),2251.94,Debt Funds,500,5000,11.8,2.06,3.11,4.44,-2.67,0.03,-0.63
Nippon India Mutual Fund,Nippon India Arbitrage Fund(G),22.1,Arbitrage Fund,500,5000,9181.5,3.8,3.99,5.03,1.19,-0.01,1.01
Nippon India Mutual Fund,Nippon India Asset Allocator FoF-Reg(G),12.77,Fund of Funds,500,5000,106,1.77,,,-0.06,0.34,-0.35
Nippon India Mutual Fund,Nippon India Balanced Advantage Fund(G),125.59,Hybrid Funds,500,5000,6501,0.78,11.13,8.18,-0.17,0.49,-1.06
Nippon India Mutual Fund,Nippon India Banking & Financial Services Fund(G),388.23,Equity Funds,500,5000,3620.9,1.99,14.01,8.63,0.12,1.06,8.37
Nippon India Mutual Fund,Nippon India Banking & PSU Debt Fund(G),16.98,Debt Funds,500,5000,4155.2,2.28,5.86,6.62,-0.38,0.24,-0.33
Nippon India Mutual Fund,Nippon India Consumption Fund(G),132.23,Thematic Funds,500,5000,257.1,10.31,24.51,16.81,0.51,0.78,12.78
Nippon India Mutual Fund,Nippon India Corp Bond Fund(G),48.51,Debt Funds,500,5000,1413.8,3.36,6.13,6.43,0.65,0.18,0.78
Nippon India Mutual Fund,Nippon India Credit Risk Fund(G),28.13,Debt Funds,500,5000,1006.7,3.66,3.16,3.54,0.77,0.26,1.11
Nippon India Mutual Fund,Nippon India Dynamic Bond(G),29.95,Debt Funds,500,5000,3030.2,1.28,4.82,5.15,-0.36,0.83,-1.06
Nippon India Mutual Fund,Nippon India Equity Hybrid Fund(G),68.23,Hybrid Funds,500,5000,2914.7,-0.21,8.82,5,-0.1,0.85,-0.86
Nippon India Mutual Fund,Nippon India Equity Savings Fund(G),12.49,Hybrid Funds,500,5000,192.4,-0.74,2.39,0.26,-0.49,0.39,-2.87
Nippon India Mutual Fund,Nippon India ETF Gold BeES,43.13,Gold & Silver Funds,500,5000,6531.8,5.2,8.29,10.02,0.13,-0.44,1.49
Nippon India Mutual Fund,Nippon India ETF Hang Seng BeES,235,Thematic Funds,500,5000,109.1,-26,-8.37,-3.97,-1.07,0.01,-29.38
Nippon India Mutual Fund,Nippon India ETF Nifty 100,184.43,Index Funds,500,5000,173.7,-4.52,14.88,11.24,-0.28,0.98,0.3
Nippon India Mutual Fund,Nippon India ETF Nifty 1D Rate Liquid BeES,1000,Index Funds,500,5000,6155.3,3.36,2.79,3.29,-0.14,,
Nippon India Mutual Fund,Nippon India ETF Nifty 5 yr Benchmark G-Sec,49.4,Index Funds,500,5000,36.8,1.18,,,-0.54,0.79,-1.34
Nippon India Mutual Fund,Nippon India ETF Nifty 50 BeES,191.24,Index Funds,500,5000,9622.5,-4.09,15.67,12.69,-0.25,0.99,0.91
Nippon India Mutual Fund,Nippon India ETF Nifty 50 Shariah BeES,401.84,Index Funds,500,5000,14.4,-11.51,15.48,10.11,-0.67,0.85,-7.51
Nippon India Mutual Fund,Nippon India ETF Nifty 50 Value 20,97.81,Index Funds,500,5000,65.3,-4.86,18.88,16.65,-0.28,0.86,-0.18
Nippon India Mutual Fund,Nippon India ETF Nifty 8-13 yr G-Sec Long Term Gilt,22.5,Index Funds,500,5000,844,-0.29,4,5.48,-0.68,1.14,-2.7
Nippon India Mutual Fund,Nippon India ETF Nifty Bank BeES,408.79,Index Funds,500,5000,9397,2.17,11.18,10.6,0.13,1.1,8.9
Nippon India Mutual Fund,Nippon India ETF Nifty CPSE Bond Plus SDL Sep 2024 50:50,108.6,Index Funds,500,5000,1893.1,1.82,,,-0.66,0.28,-0.78
Nippon India Mutual Fund,Nippon India ETF Nifty Dividend Opportunities 50,45.59,Index Funds,500,5000,16.6,-4.4,15.04,10.24,-0.25,0.84,0.3
Nippon India Mutual Fund,Nippon India ETF Nifty India Consumption,84.5,Thematic Funds,500,5000,38.4,4.16,15.95,11.98,0.14,0.83,7.06
Nippon India Mutual Fund,Nippon India ETF Nifty Infrastructure BeES,523.92,Thematic Funds,500,5000,28.4,-4.8,15.39,8.53,-0.28,0.93,-0.28
Nippon India Mutual Fund,Nippon India ETF Nifty IT,29.08,Index Funds,500,5000,893.5,-20.66,,,-0.87,1.02,-15.83
Nippon India Mutual Fund,Nippon India ETF Nifty Midcap 150,119.64,Index Funds,500,5000,761.6,-3.25,25.82,,-0.15,0.93,2.14
Nippon India Mutual Fund,Nippon India ETF Nifty Next 50 Junior BeES,442.93,Index Funds,500,5000,2924,-5.14,15.12,8.67,-0.28,0.95,-0.5
Nippon India Mutual Fund,Nippon India ETF Nifty PSU Bank BeES,34.97,Index Funds,500,5000,544.8,14.17,12.17,1.17,0.62,1.24,26.49
Nippon India Mutual Fund,Nippon India ETF Nifty SDL Apr 2026 Top 20 Equal Weight,107.82,Index Funds,500,5000,6305,1.65,,,-0.45,0.45,-0.81
Nippon India Mutual Fund,Nippon India ETF S&P BSE Sensex,649.47,Index Funds,500,5000,170.4,-3.37,15.71,13.84,-0.21,1,1.71
Nippon India Mutual Fund,Nippon India ETF S&P BSE Sensex Next 50,50.41,Index Funds,500,5000,20.7,-2.25,17.1,,-0.11,0.97,3.02
Nippon India Mutual Fund,Nippon India Flexi Cap Fund-Reg(G),10.73,Equity Funds,500,5000,4162.8,-4.21,,,-0.26,0.97,0.48
Nippon India Mutual Fund,Nippon India Floating Rate Fund(G),36.72,Debt Funds,500,5000,9074.1,2.87,6.23,6.4,0.24,0.13,0.25
Nippon India Mutual Fund,Nippon India Focused Equity Fund(G),81.65,Equity Funds,500,5000,6039.1,-0.48,22.08,12.1,-0.05,0.95,4.44
Nippon India Mutual Fund,Nippon India Gilt Securities Fund(G),31.09,Debt Funds,500,5000,1119.3,1.03,4.85,6.31,-0.89,0.55,-1.64
Nippon India Mutual Fund,Nippon India Gold Savings Fund(G),20.13,Gold & Silver Funds,500,5000,1392.8,4.77,8.15,9.69,0.11,-0.5,1.08
Nippon India Mutual Fund,Nippon India Growth Fund(G),2152.48,Equity Funds,500,5000,13240.8,-1.96,25.54,14.33,-0.13,0.89,2.52
Nippon India Mutual Fund,Nippon India Hybrid Bond Fund(G),45.47,Hybrid Funds,500,5000,720.8,3.87,1.57,2.14,0.49,0.3,1.36
Nippon India Mutual Fund,Nippon India Income Fund(G),73.48,Debt Funds,500,5000,220,1.86,4.8,5.83,-0.56,0.35,-0.86
Nippon India Mutual Fund,Nippon India Index Fund-Nifty 50 Plan(G),29.24,Index Funds,500,5000,574.4,-5.1,14.33,11.42,-0.31,0.99,-0.2
Nippon India Mutual Fund,Nippon India Index Fund-S&P BSE Sensex Plan(G),29.53,Index Funds,500,5000,329.7,-3.98,15.13,13.03,-0.24,1,1.06
Nippon India Mutual Fund,Nippon India Japan Equity Fund(G),13.06,Thematic Funds,500,5000,205.8,-26.02,-1.02,2.08,-1.81,0.4,-31.05
Nippon India Mutual Fund,Nippon India Large Cap Fund(G),54.04,Equity Funds,500,5000,11950.9,2.18,16.82,11.9,0.08,0.97,6.83
Nippon India Mutual Fund,Nippon India Liquid Fund(G),5295.58,Debt Funds,500,5000,20590.5,4.13,3.99,5.26,0.34,0.01,0.05
Nippon India Mutual Fund,Nippon India Low Duration Fund(G),3100.21,Debt Funds,500,5000,6237.3,3.43,5.21,5.88,1.5,0.09,0.78
Nippon India Mutual Fund,Nippon India Money Market Fund(G),3402.33,Debt Funds,500,5000,9502.6,4.3,4.84,6.1,4.96,0.04,1.64
Nippon India Mutual Fund,Nippon India Multi Asset Fund-Reg(G),13.04,Hybrid Funds,500,5000,1107.8,-2.98,,,-0.43,0.62,-4.16
Nippon India Mutual Fund,Nippon India Multi Cap Fund(G),165.15,Equity Funds,500,5000,13529.1,8.34,20.92,13.67,0.39,0.93,12.45
Nippon India Mutual Fund,Nippon India Nifty 50 Value 20 Index Fund-Reg(G),12.27,Index Funds,500,5000,193.4,-5.45,,,-0.32,0.86,-0.81
Nippon India Mutual Fund,Nippon India Nifty Midcap 150 Index Fund-Reg(G),13.36,Index Funds,500,5000,499.4,-4.14,,,-0.2,0.93,1.18
Nippon India Mutual Fund,Nippon India Nifty Next 50 Junior BeES FoF-Reg(G),15.42,Fund of Funds,500,5000,152.3,-5.35,14.76,,-0.32,0.7,-5.8
Nippon India Mutual Fund,Nippon India Nifty Pharma ETF,13.14,Thematic Funds,500,5000,100.9,-10.3,,,-0.76,0.59,-9.9
Nippon India Mutual Fund,Nippon India Nifty Smallcap 250 Index Fund-Reg(G),18.28,Index Funds,500,5000,359.8,-7.56,,,-0.35,0.9,-2.55
Nippon India Mutual Fund,Nippon India Nivesh Lakshya Fund(G),14.1,Hybrid Funds,500,5000,2186.1,1.92,5.26,,-0.17,1.41,-0.33
Nippon India Mutual Fund,Nippon India Overnight Fund-Reg(G),116.66,Debt Funds,500,5000,14139.4,4.07,3.61,,5.53,,0.45
Nippon India Mutual Fund,Nippon India Passive Flexicap FoF-Reg(G),13.6,Fund of Funds,500,5000,190.9,-5.28,,,-0.34,0.78,-5.37
Nippon India Mutual Fund,Nippon India Pharma Fund(G),282.65,Thematic Funds,500,5000,4655.8,-8.77,25.58,16.22,-0.75,0.55,-8.37
Nippon India Mutual Fund,Nippon India Power & Infra Fund(G),167.21,Thematic Funds,500,5000,1817,1.88,21.04,8.5,0.09,0.86,6.38
Nippon India Mutual Fund,Nippon India Quant Fund(G),41.05,Equity Funds,500,5000,33.2,-1.65,16.83,10.4,-0.11,0.97,3.28
Nippon India Mutual Fund,Nippon India Retirement Fund-Income Generation(G),15.63,Hybrid Funds,500,5000,187.1,-0.58,5.51,5.07,-0.57,1.27,-2.75
Nippon India Mutual Fund,Nippon India Retirement Fund-Wealth Creation(G),17.73,Hybrid Funds,500,5000,2316.5,-5.59,11.18,6.14,-0.35,1.06,-5.62
Nippon India Mutual Fund,Nippon India Short Term Fund(G),43.09,Debt Funds,100,5000,6551.8,2.29,5.64,6.06,-0.35,0.24,-0.3
Nippon India Mutual Fund,Nippon India Small Cap Fund(G),91.73,Equity Funds,100,5000,22158.4,6.04,34.82,17.2,0.3,0.88,10.89
Nippon India Mutual Fund,Nippon India Strategic Debt Fund(G),12.59,Debt Funds,500,5000,182.1,1.1,-3.49,-1.76,-1.06,0.32,-1.46
Nippon India Mutual Fund,Nippon India Tax Saver (ELSS) Fund(G),78.52,Equity Funds,500,5000,11625.3,-3.32,14.84,4.86,-0.2,0.99,1.69
Nippon India Mutual Fund,Nippon India Ultra Short Duration Fund(G),3353.43,Debt Funds,500,5000,4469.3,4,5.82,5.02,3.78,0.03,1.34
Nippon India Mutual Fund,Nippon India US Equity Opp Fund(G),20.65,Thematic Funds,500,5000,485.6,-20.41,8.34,11.22,-0.87,0.32,-19.13
Nippon India Mutual Fund,Nippon India Value Fund(G),125.29,Equity Funds,500,5000,4638.4,-4.07,19.75,11.75,-0.23,0.94,0.93
Nippon India Mutual Fund,Nippon India Vision Fund(G),832.66,Equity Funds,500,5000,3155.1,-5.47,17.01,8.13,-0.31,0.95,-0.55
Parag Parikh Mutual Fund,Parag Parikh Conservative Hybrid Fund-Reg(G),10.94,Hybrid Funds,500,5000,1030.4,4.12,,,0.45,0.5,1.86
Parag Parikh Mutual Fund,Parag Parikh Flexi Cap Fund-Reg(G),48.31,Equity Funds,500,5000,26033.2,-7.88,22.92,16.68,-0.52,0.74,-4.79
Parag Parikh Mutual Fund,Parag Parikh Liquid Fund-Reg(G),1215.43,Debt Funds,500,5000,1520,3.94,3.66,,3.63,0.01,0.45
Parag Parikh Mutual Fund,Parag Parikh Tax Saver Fund-Reg(G),19.71,Equity Funds,500,5000,769.1,0.89,23.06,,-0.04,0.74,3.53
PGIM India Mutual Fund,PGIM India Arbitrage Fund-Reg(G),15.42,Arbitrage Fund,500,5000,132.8,3.52,3.71,4.54,0.84,-0.02,0.76
PGIM India Mutual Fund,PGIM India Balanced Advantage Fund-Reg(G),11.5,Hybrid Funds,500,5000,1504.4,0.61,,,-0.13,0.65,-0.98
PGIM India Mutual Fund,PGIM India Banking & PSU Debt Fund(G),20.03,Debt Funds,500,5000,65.2,2.19,5.59,6.34,-0.59,0.16,-0.4
PGIM India Mutual Fund,PGIM India Corp Bond Fund(G),35.62,Debt Funds,500,5000,54.8,2.28,5.61,5.65,-0.45,0.17,-0.33
PGIM India Mutual Fund,PGIM India Dynamic Bond Fund(G),2169.51,Debt Funds,500,5000,134.6,1.61,4.63,5.68,-0.97,0.25,-1.03
PGIM India Mutual Fund,PGIM India ELSS Tax Saver Fund-Reg(G),24.08,Equity Funds,500,5000,411.3,0.67,18.6,12.09,-0.01,0.87,4.56
PGIM India Mutual Fund,PGIM India Emerging Markets Equity Fund(G),11.27,Equity Funds,500,5000,133.4,-42.26,-6.57,-3.66,-1.95,2.09,-52.29
PGIM India Mutual Fund,PGIM India Equity Savings Fund(G),40.47,Hybrid Funds,500,5000,169.7,1.31,7.22,7.01,-0.34,0.14,-0.98
PGIM India Mutual Fund,PGIM India Flexi Cap Fund-Reg(G),25.02,Equity Funds,500,5000,5084.7,-9.83,22.97,13.97,-0.62,0.89,-6.15
PGIM India Mutual Fund,PGIM India Gilt Fund(G),24.76,Debt Funds,500,5000,140.2,0.89,4.57,5.52,-1.19,0.38,-1.74
PGIM India Mutual Fund,PGIM India Global Equity Opp Fund(G),24.67,Equity Funds,500,5000,1196.8,-37.45,9.47,10.08,-1.47,2.3,-43.42
PGIM India Mutual Fund,PGIM India Hybrid Equity Fund(G),90.66,Hybrid Funds,500,5000,222.3,-11.94,9.49,6.87,-0.97,0.78,-13.43
PGIM India Mutual Fund,PGIM India Large Cap Fund(G),239.34,Equity Funds,500,5000,391.8,-9.13,11.73,8.68,-0.57,0.94,-4.91
PGIM India Mutual Fund,PGIM India Liquid Fund(G),282.35,Debt Funds,500,5000,715.2,4.16,4,5.27,0.71,0.01,0.05
PGIM India Mutual Fund,PGIM India Low Duration Fund(G),24.56,Debt Funds,500,5000,100.7,3.32,3.25,1.25,1.42,0.08,0.68
PGIM India Mutual Fund,PGIM India Midcap Opp Fund-Reg(G),44.77,Equity Funds,500,5000,6953.6,-0.76,37.27,18.45,-0.06,0.86,3.7
PGIM India Mutual Fund,PGIM India Money Market Fund-Reg(G),1098.38,Debt Funds,500,5000,48.4,3.57,,,3.49,0.03,0.88
PGIM India Mutual Fund,PGIM India Overnight Fund-Reg(G),1123.13,Debt Funds,500,5000,83.7,4.1,3.68,,0.37,,0.03
PGIM India Mutual Fund,PGIM India Short Duration Fund(G),37.14,Debt Funds,500,5000,25.5,2.34,4.37,3.59,-0.42,0.2,-0.28
PGIM India Mutual Fund,PGIM India Small Cap Fund-Reg(G),11.18,Equity Funds,500,5000,2099,-2.53,,,-0.14,0.85,1.71
PGIM India Mutual Fund,PGIM India Ultra Short Duration Fund(G),28.56,Debt Funds,500,5000,514.1,3.64,4.38,6.89,3.04,0.04,0.98
Quant Mutual Fund,Quant Absolute Fund(G),303.61,Equity Funds,500,5000,681.1,6.88,29.71,19.12,0.39,0.64,6.9
Quant Mutual Fund,Quant Active Fund(G),441.23,Equity Funds,500,5000,3024.1,0.84,33.76,21.82,0.08,1,7.41
Quant Mutual Fund,Quant ESG Equity Fund-Reg(G),21.52,Equity Funds,500,5000,115.5,14.09,,,0.57,1.12,19.96
Quant Mutual Fund,Quant Flexi Cap Fund(G),61.36,Equity Funds,500,5000,639.6,1.82,36.24,18.39,0.05,1,6.7
Quant Mutual Fund,Quant Focused Fund(G),56.53,Equity Funds,500,5000,143.2,0.01,20.97,12.94,0.03,1.01,6.3
Quant Mutual Fund,Quant Infrastructure Fund(G),22.82,Equity Funds,500,5000,730,8.99,37.38,20.76,0.41,1.08,16.05
Quant Mutual Fund,Quant Large & Mid Cap Fund(G),71.29,Equity Funds,500,5000,314.1,2.74,24.44,13.58,0.14,1.02,8.85
Quant Mutual Fund,Quant Liquid Plan(G),34.55,Liquid Funds,500,5000,960.1,4.3,4.55,5.57,5.99,0.01,0.73
Quant Mutual Fund,Quant Mid Cap Fund(G),131.77,Equity Funds,500,5000,862.3,8.8,35.12,19.65,0.37,0.97,13.53
Quant Mutual Fund,Quant Multi Asset Fund(G),85.1,Fund of Funds,500,5000,393.7,8.8,29.23,19.47,0.45,0.39,8.49
Quant Mutual Fund,Quant Quantamental Fund-Reg(G),12.93,Equity Funds,500,5000,135.2,11.6,,,0.5,1.06,17.41
Quant Mutual Fund,Quant Small Cap Fund(G),134.71,Equity Funds,500,5000,2206.6,-3.73,50.69,21.35,-0.05,1.02,4.46
Quant Mutual Fund,Quant Tax Plan(G),243.59,Equity Funds,500,5000,1942.9,5.8,37.95,21.91,0.3,1.06,12.8
Quantum Mutual Fund,Quantum Dynamic Bond Fund-Reg(G),17.18,Debt Funds,500,5000,83.9,2.85,5.63,5.83,0.02,0.4,0.23
Quantum Mutual Fund,Quantum Equity FoF-Reg(G),53.28,Fund of Funds,500,5000,87.3,-6.36,14.5,9.72,-0.44,1.04,-6.83
Quantum Mutual Fund,Quantum Gold Fund ETF,42.71,Gold & Silver Funds,500,5000,141.4,5.12,8.13,10.02,0.13,-0.52,1.46
Quantum Mutual Fund,Quantum Gold Saving Fund-Reg(G),19.77,Gold & Silver Funds,500,5000,76,5.08,8.16,9.83,0.13,-0.42,1.31
Quantum Mutual Fund,Quantum India ESG Equity Fund-Reg(G),16.56,Equity Funds,500,5000,60.2,-7.85,16.96,,-0.55,0.86,-4.46
Quantum Mutual Fund,Quantum Liquid Fund-Reg(G),29.3,Debt Funds,500,5000,516.5,3.96,3.65,4.73,-1.17,0.01,-0.08
Quantum Mutual Fund,Quantum Long Term Equity Value Fund-Reg(G),76.6,Equity Funds,500,5000,853.8,-4.54,13.95,8.12,-0.31,0.88,-0.43
Quantum Mutual Fund,Quantum Multi Asset FOFs-Reg(G),24.06,Fund of Funds,500,5000,46.7,1.95,8.41,7.39,-0.12,0.29,-0.48
Quantum Mutual Fund,Quantum Tax Saving Fund-Reg(G),76.32,Equity Funds,500,5000,108.2,-4.03,14.17,8.25,-0.29,0.86,-0.08
SBI Mutual Fund,SBI Arbitrage Opportunities Fund-Reg(G),27.94,Arbitrage Fund,500,5000,6980.4,3.99,3.86,5.23,1.32,-0.02,1.21
SBI Mutual Fund,SBI Banking & Financial Services Fund-Reg(G),25.88,Debt Funds,500,5000,3665.6,-2.46,12.07,11.89,-0.13,1.03,3.02
SBI Mutual Fund,SBI Banking and PSU Fund-Reg(G),2561.41,Debt Funds,500,5000,5281.4,1.86,5.29,6.43,-0.87,0.21,-0.83
SBI Mutual Fund,SBI BlueChip Fund-Reg(G),61.95,Equity Funds,500,5000,33022,-4.34,15.37,10.77,-0.3,0.92,-0.15
SBI Mutual Fund,SBI Conservative Hybrid Fund-Reg(G),55.21,Hybrid Funds,500,5000,6714.5,3.89,10.56,7.58,0.34,0.4,1.69
SBI Mutual Fund,SBI Consumption Opp Fund-Reg(G),208.24,Hybrid Funds,500,5000,1122,14.38,21.32,14.72,0.78,0.71,16.93
SBI Mutual Fund,SBI Contra Fund-Reg(G),220.79,Equity Funds,500,5000,6153.6,7.47,30.03,14.6,0.41,0.76,10.79
SBI Mutual Fund,SBI Corp Bond Fund-Reg(G),12.69,Debt Funds,500,5000,15754.1,2.25,5.47,,-0.48,0.19,-0.35
SBI Mutual Fund,SBI Dynamic Bond Fund-Reg(G),28.98,Debt Funds,500,5000,2397.4,3.19,5.51,6.23,0.23,0.37,0.6
SBI Mutual Fund,SBI Equity Hybrid Fund-Reg(G),205.72,Hybrid Funds,500,5000,55324.6,-2.68,13.29,11.09,-0.38,0.77,-4.03
SBI Mutual Fund,SBI Equity Minimum Variance Fund-Reg(G),16.3,Equity Funds,500,5000,131.3,-0.92,17.34,,-0.16,0.75,1.79
SBI Mutual Fund,SBI Equity Savings Fund-Reg(G),17.74,Hybrid Funds,500,5000,2423,1.95,9.84,7.61,-0.06,0.41,-0.15
SBI Mutual Fund,SBI Flexicap Fund-Reg(G),76.14,Equity Funds,500,5000,15799.7,-4.96,14.84,10.36,-0.37,0.83,-1.39
SBI Mutual Fund,SBI Floating Rate Debt Fund-Reg(G),10.81,Debt Funds,500,5000,2215.5,3.03,,,0.5,0.13,0.45
SBI Mutual Fund,SBI Focused Equity Fund-Reg(G),232.34,Equity Funds,500,5000,27607.2,-6.76,16.27,13.63,-0.54,0.71,-4.33
SBI Mutual Fund,SBI Gold ETF,44.21,Gold & Silver Funds,500,5000,2589.1,5.25,8.38,10.16,0.14,-0.37,1.64
SBI Mutual Fund,SBI Gold-Reg(G),15.32,Gold & Silver Funds,500,5000,1138.2,5.28,8.37,10,0.17,-0.6,1.81
SBI Mutual Fund,SBI Healthcare Opp Fund-Reg(G),218.67,Equity Funds,500,5000,1680.5,-5.8,25.52,11.53,-0.54,0.56,-5.29
SBI Mutual Fund,SBI Infrastructure Fund-Reg(G),26.76,Equity Funds,500,5000,900.4,3.82,19.98,12.11,0.14,0.78,6.68
SBI Mutual Fund,SBI International Access-US Equity FoF-Reg(G),10.11,Fund of Funds,500,5000,832.8,-13.73,,,-0.56,0.73,-13.91
SBI Mutual Fund,SBI Large & Midcap Fund-Reg(G),392.68,Equity Funds,500,5000,8029.6,4.13,21.46,13.85,0.19,0.81,7.64
SBI Mutual Fund,SBI Liquid Fund-Reg(G),3395.14,Debt Funds,500,5000,54495.7,4.14,3.97,5.19,0.46,0.01,0.05
SBI Mutual Fund,SBI Long Term Equity Fund-Reg(G),228.36,Equity Funds,500,5000,10867.1,-1.98,17.75,10.28,-0.13,0.87,2.65
SBI Mutual Fund,SBI Magnum Childrens Benefit Fund-Investment Plan-Reg(G),23.66,Hybrid Funds,500,5000,604.2,3.8,,,0.17,0.51,2.77
SBI Mutual Fund,SBI Magnum Childrens Benefit Fund-Savings Plan,77.76,Hybrid Funds,500,5000,88.8,3.59,11.49,10.45,0.26,0.34,1.36
SBI Mutual Fund,SBI Magnum Comma Fund-Reg(G),66.83,Equity Funds,500,5000,454.9,-13.67,21.65,10.73,-0.64,0.87,-8.9
SBI Mutual Fund,SBI Magnum Constant Maturity Fund-Reg(G),50.66,Debt Funds,500,5000,816.1,0.16,4.67,6.94,-0.61,1.11,-2.27
SBI Mutual Fund,SBI Magnum Equity ESG Fund-Reg(G),163.04,Equity Funds,500,5000,4507.3,-6.17,14.09,11.79,-0.38,0.95,-1.56
SBI Mutual Fund,SBI Magnum Gilt Fund-Reg(G),53.25,Debt Funds,500,5000,3772.1,3.46,6.2,6.7,0.33,0.41,0.83
SBI Mutual Fund,SBI Magnum Global Fund-Reg(G),286.95,Equity Funds,500,5000,5476.1,-1.19,17.31,12.24,-0.12,0.62,1.51
SBI Mutual Fund,SBI Magnum Income Fund-Reg(G),57.45,Debt Funds,500,5000,1531.7,1.92,6.42,6.44,-0.34,0.58,-0.58
SBI Mutual Fund,SBI Magnum Low Duration Fund-Reg(G),2895.8,Debt Funds,500,5000,7869.4,3.21,4.6,5.85,1.19,0.08,0.55
SBI Mutual Fund,SBI Magnum Medium Duration Fund-Reg(G),41.52,Debt Funds,500,5000,9054.9,2.43,6.57,6.96,-0.16,0.45,-0.1
SBI Mutual Fund,SBI Magnum Midcap Fund-Reg(G),148.97,Equity Funds,500,5000,8195.4,4.95,29.62,13.8,0.25,0.79,8.97
SBI Mutual Fund,SBI Magnum Ultra Short Duration Fund-Reg(G),4944.87,Debt Funds,500,5000,11596.6,3.73,4.52,5.88,2.89,0.05,1.08
SBI Mutual Fund,SBI Multi Asset Allocation Fund-Reg(G),38.41,Equity Funds,500,5000,589.4,1.01,10.5,8.72,-0.19,0.43,-1.18
SBI Mutual Fund,SBI Nifty 10 yr Benchmark G-Sec ETF,201.39,Index Funds,500,5000,2110.9,-0.9,2.81,4.11,-0.77,1.18,-3.38
SBI Mutual Fund,SBI Nifty 200 Quality 30 ETF,150.92,Index Funds,500,5000,37.1,-6.04,14.57,,-0.44,0.81,-3.02
SBI Mutual Fund,SBI Nifty 50 ETF,180.84,Index Funds,500,5000,141594.5,-4.12,15.63,12.65,-0.25,0.99,0.88
SBI Mutual Fund,SBI Nifty Bank ETF,405.44,Index Funds,500,5000,5195.2,2.17,11.22,10.62,0.13,1.1,8.9
SBI Mutual Fund,SBI Nifty Consumption ETF,78.18,Index Funds,500,5000,9.9,4.09,,,0.13,0.83,7.03
SBI Mutual Fund,SBI Nifty Index Fund-Reg(G),151.99,Index Funds,500,5000,2827.5,-4.61,14.79,11.82,-0.28,0.99,0.35
SBI Mutual Fund,SBI Nifty IT ETF,290.48,Index Funds,500,5000,163.1,-20.63,,,-0.86,1.02,-15.8
SBI Mutual Fund,SBI Nifty Next 50 ETF,438.22,Index Funds,500,5000,1145.6,-5.13,15.08,8.65,-0.28,0.95,-0.48
SBI Mutual Fund,SBI Nifty Next 50 Index Fund-Reg(G),11.37,Index Funds,500,5000,467.4,-5.74,,,-0.31,0.95,-1.08
SBI Mutual Fund,SBI Nifty Private Bank ETF,209.97,Index Funds,500,5000,29.7,1.47,,,0.1,1.12,8.44
SBI Mutual Fund,SBI Overnight Fund-Reg(G),3512.58,Debt Funds,500,5000,24709.2,4.04,3.59,4.54,-0.72,,-0.03
SBI Mutual Fund,SBI PSU Fund-Reg(G),14.67,Debt Funds,500,5000,434.7,4.93,12.54,2.96,0.31,0.87,11.47
SBI Mutual Fund,SBI Retirement Benefit Fund-Aggressive Hybrid Plan-Reg(G),13.26,Hybrid Funds,500,5000,743,2.9,,,0.14,0.69,2.29
SBI Mutual Fund,SBI Retirement Benefit Fund-Aggressive Plan-Reg(G),13.81,Hybrid Funds,500,5000,967.9,2.98,,,0.16,0.79,3.05
SBI Mutual Fund,SBI Retirement Benefit Fund-Conservative Hybrid Plan-Reg(G),11.79,Hybrid Funds,500,5000,195.5,2.89,,,0.12,0.66,1.16
SBI Mutual Fund,SBI Retirement Benefit Fund-Conservative Plan-Reg(G),11.19,Hybrid Funds,500,5000,148.4,3.83,,,0.33,0.61,1.59
SBI Mutual Fund,SBI S&P BSE 100 ETF,190.7,Index Funds,500,5000,6.3,-3.56,16.24,12.26,-0.22,0.98,1.41
SBI Mutual Fund,SBI S&P BSE Sensex ETF,630.35,Index Funds,500,5000,77163.6,-3.4,15.78,13.87,-0.21,1,1.69
SBI Mutual Fund,SBI S&P BSE Sensex Next 50 ETF,513.24,Index Funds,500,5000,9,-2.13,17.41,,-0.1,0.98,3.18
SBI Mutual Fund,SBI Savings Fund-Reg(G),34.37,Index Funds,500,5000,19299.1,3.6,4.38,5.51,2.63,0.05,0.93
SBI Mutual Fund,SBI Short Term Debt Fund-Reg(G),26.32,Index Funds,500,5000,13331.5,2.39,5.29,6.01,-0.4,0.19,-0.25
SBI Mutual Fund,SBI Small Cap Fund-Reg(G),115.46,Index Funds,500,5000,14494.3,7.87,30.17,17.42,0.43,0.63,10.41
SBI Mutual Fund,SBI Technology Opp Fund-Reg(G),131.57,Index Funds,500,5000,2500.5,-14.74,25.86,23.3,-0.77,0.81,-10.81
Shriram Mutual Fund,Shriram Balanced Advantage Fund-Reg(G),13.3,Hybrid Funds,500,5000,49.9,-0.53,9.15,,-0.32,0.61,-2.24
